"word","poc","text_id"
"hath","noun, singular or mass","FLEMINX_051.txt"
"hath","verb, 3rd sing","FLEMINX_052.txt"
"hath","noun, singular or mass","FOUNDLI_001.txt"
"hath","noun, singular or mass","FOUNDLI_001.txt"
"hath","noun, singular or mass","FOUNDLI_029.txt"
"hath","noun, singular or mass","FOUNDLI_029.txt"
"hath","noun, singular or mass","FOUNDLI_029.txt"
"hath","noun, singular or mass","FOUNDLI_033.txt"
"hath","verb, non-3rd sing","FOUNDLI_036.txt"
"hath","verb, non-3rd sing","FOUNDLI_036.txt"
"hath","verb, non-3rd sing","FOUNDLI_037.txt"
"hath","verb, 3rd sing","FOUNDLI_037.txt"
"hath","verb, 3rd sing","FOUNDLI_037.txt"
"hath","verb, 3rd sing","FOUNDLI_053.txt"
"hath","verb, 3rd sing","FOUNDLI_054.txt"
"hath","noun, singular or mass","FOUNDLI_055.txt"
"hath","preposition or subordinating conjunction","FOUNDLI_056.txt"
"hath","verb, 3rd sing","FOUNDLI_056.txt"
"hath","noun, singular or mass","FOUNDLI_064.txt"
"hath","noun, singular or mass","FOUNDLI_064.txt"
"hath","verb, non-3rd sing","FOUNDLI_064.txt"
"hath","verb, non-3rd sing","FOUNDLI_064.txt"
"hath","noun, singular or mass","FOUNDLI_072.txt"
"hath","noun, singular or mass","FOUNDLI_072.txt"
"hath","verb, 3rd sing","FOUNDLI_073.txt"
"hath","verb, 3rd sing","FOUNDLI_073.txt"
"hath","verb, 3rd sing","FOUNDLI_101.txt"
"hath","noun, singular or mass","FOUNDLI_101.txt"
"hath","verb, non-3rd sing","FOUNDLI_112.txt"
"hath","noun, singular or mass","FOUNDLI_112.txt"
"hath","noun, singular or mass","FOUNDLI_112.txt"
"hath","noun, singular or mass","FOUNDLI_112.txt"
"hath","noun, singular or mass","FOUNDLI_112.txt"
"hath","verb, non-3rd sing","FOUNDLI_115.txt"
"hath","verb, non-3rd sing","FOUNDLI_115.txt"
"hath","verb, 3rd sing","FOUNDLI_129.txt"
"hath","verb, 3rd sing","GAY_001.txt"
"hath","verb, 3rd sing","GAY_001.txt"
"hath","verb, 3rd sing","GAY_002.txt"
"hath","noun, singular or mass","GAY_003.txt"
"hath","noun, singular or mass","GAY_005.txt"
"hath","noun, singular or mass","GAY_005.txt"
"hath","noun, singular or mass","GAY_006.txt"
"hath","noun, singular or mass","GAY_006.txt"
"hath","noun, singular or mass","GAY_007.txt"
"hath","verb, 3rd sing","GAY_012.txt"
"hath","verb, 3rd sing","GAY_014.txt"
"hath","verb, 3rd sing","GAY_014.txt"
"hath","verb, 3rd sing","GAY_014.txt"
"hath","noun, singular or mass","GAY_014.txt"
"hath","noun, singular or mass","GAY_015.txt"
"hath","verb, 3rd sing","GAY_017.txt"
"hath","noun, singular or mass","GAY_017.txt"
"hath","verb, 3rd sing","GAY_017.txt"
